name,author_role,paper_id,title,journal,achievement_level,year,doi,paper_url,source,affiliations,is_likely_chinese_name,chinese_name_score,name_filter_reason
Xiang Li,first_author,2273,Ad-free subscription service introduction for competing digital content platforms,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2654571,https://doi.org/10.1080/01605682.2026.2654571,"openalex,crossref","College of Economic and Social Development, Nankai University",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Y G Liu,corresponding_author,2273,Ad-free subscription service introduction for competing digital content platforms,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2654571,https://doi.org/10.1080/01605682.2026.2654571,"openalex,crossref","College of Economic and Social Development, Nankai University",0,0.6,"chinese_surname,initial_plus_pinyin,person_name_length"
Jingchuan Ma,first_author,464,An interpretable machine learning approach for forecasting the occurrence of extreme electricity prices in the day-ahead market,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2660989,https://doi.org/10.1080/01605682.2026.2660989,"openalex,crossref","Alliance Manchester Business School, The University of Manchester",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Yu‐Wang Chen,corresponding_author,464,An interpretable machine learning approach for forecasting the occurrence of extreme electricity prices in the day-ahead market,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2660989,https://doi.org/10.1080/01605682.2026.2660989,"openalex,crossref","Alliance Manchester Business School, The University of Manchester; University of Exeter Business School, University of Exeter",0,0.5,"chinese_surname,person_name_length"
Dengyu Zhao,first_author,468,Collusion core-Nash ordinal consensus mechanism for large-scale group decision-making,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2669266,https://doi.org/10.1080/01605682.2026.2669266,"openalex,crossref",Nanjing University of Information Science and Technology,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Yujun Wang,first_author,2268,"Consumer heterogeneity, integration strategies, and electric vehicle batteries recycling",JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2648782,https://doi.org/10.1080/01605682.2026.2648782,"openalex,crossref","School of Management Science and Engineering, Dongbei University of Finance and Economics",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Xiaobing Li,corresponding_author,2268,"Consumer heterogeneity, integration strategies, and electric vehicle batteries recycling",JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2648782,https://doi.org/10.1080/01605682.2026.2648782,"openalex,crossref","School of Management Science and Engineering, Dongbei University of Finance and Economics",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Dujuan Wang,corresponding_author,2279,Data-driven perspective for improving first-time attempts in last-mile deliveries: evidence from a chinese home appliance retailer,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2636606,https://doi.org/10.1080/01605682.2026.2636606,"openalex,crossref","Business School, Sichuan University",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Yaping Ma,first_author,2289,Digital empowerment in agricultural e-commerce supply chains: contract farming versus customized farming,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2643406,https://doi.org/10.1080/01605682.2026.2643406,"openalex,crossref",Nanjing Forestry University,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Hongjun Peng,corresponding_author,2289,Digital empowerment in agricultural e-commerce supply chains: contract farming versus customized farming,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2643406,https://doi.org/10.1080/01605682.2026.2643406,"openalex,crossref",Nanjing Forestry University,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Bo Yang,first_author,2285,Equilibrium strategies under model uncertainty in a shareholder–manager differential game for insurance firms,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2645158,https://doi.org/10.1080/01605682.2026.2645158,"openalex,crossref","School of Applied Mathematics, Nanjing University of Finance and Economics",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Youwei Li,corresponding_author,2285,Equilibrium strategies under model uncertainty in a shareholder–manager differential game for insurance firms,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2645158,https://doi.org/10.1080/01605682.2026.2645158,"openalex,crossref","Business School, University of Hull",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Yanru Liu,first_author,472,Friend or foe? Cooperative delivery and local advertising in neighborhood-based E-commerce,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2669263,https://doi.org/10.1080/01605682.2026.2669263,"crossref,openalex",Xi’an Jiaotong University,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Xu Zhang,first_author,2287,GenAI-enhanced risk response in project portfolios: a complex network evolutionary game approach,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2633436,https://doi.org/10.1080/01605682.2026.2633436,"openalex,crossref","School of Business, Hohai University",0,0.5,"chinese_surname,person_name_length"
Jian Cao,first_author,2293,Heterogeneous information provision and Bayesian effect for queues with strategic customers,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2641673,https://doi.org/10.1080/01605682.2026.2641673,"openalex,crossref",Nanjing University of Finance and Economics,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Yongjiang Guo,corresponding_author,2293,Heterogeneous information provision and Bayesian effect for queues with strategic customers,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2641673,https://doi.org/10.1080/01605682.2026.2641673,"openalex,crossref",Beijing University of Posts and Telecommunications; Key Laboratory of Mathematics and Information Networks (Beijing University of Posts and Telecommunications),1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Feifei Yang,first_author,2292,Multi-stage stochastic programming for dynamic nurse scheduling and bed allocation with buffer wards,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2641675,https://doi.org/10.1080/01605682.2026.2641675,"openalex,crossref","College of Economics and Management, Beijing University of Technology",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Xiaoshuai Peng,corresponding_author,2292,Multi-stage stochastic programming for dynamic nurse scheduling and bed allocation with buffer wards,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2641675,https://doi.org/10.1080/01605682.2026.2641675,"openalex,crossref","School of Management, Lanzhou University",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Yixuan Wang,first_author,2258,Peel pack planning: a comparison of decomposition approaches,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2663942,https://doi.org/10.1080/01605682.2026.2663942,"openalex,crossref",Emory University,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Kangzhou Wang,corresponding_author,2278,Product-sharing market entry strategy for a socially responsible firm,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2628228,https://doi.org/10.1080/01605682.2026.2628228,"openalex,crossref","School of Management, Lanzhou University",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Di Zhang,first_author,2291,Research on urban emergency material support capacity based on segmented driven three-way decision VIKOR method,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2642357,https://doi.org/10.1080/01605682.2026.2642357,"openalex,crossref","College of Science, North China Institute of Science and Technology",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Wenguang Yang,corresponding_author,2291,Research on urban emergency material support capacity based on segmented driven three-way decision VIKOR method,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2642357,https://doi.org/10.1080/01605682.2026.2642357,"openalex,crossref","College of Science, North China Institute of Science and Technology",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Adil Baykasoğlu,first_author,2275,SHAP-decide: a cooperative game theory approach to model and solve multiple criteria decision-making problems,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2652026,https://doi.org/10.1080/01605682.2026.2652026,"openalex,crossref",Dokuz Eylül University,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Mengzhe Zhou,first_author,471,Stockpile agreement and catastrophe insurance strategies for relief organisation: a multi-follower Stackelberg game model,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,A2,2026,10.1080/01605682.2026.2671241,https://doi.org/10.1080/01605682.2026.2671241,"crossref,openalex","International Institute of Finance, School of Management, University of Science and Technology of China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Zheng Fang,first_author,2354,"Artificial Intelligence, Emotional Labor, and Service Operations",M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2024.1459,https://doi.org/10.1287/msom.2024.1459,crossref,"Business School, Sichuan University, Sichuan 610065, China",0,0.65,"chinese_surname,chinese_context,person_name_length"
Liqun Wei,first_author,790,Greenwashing Under Competition,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2025.0420,https://doi.org/10.1287/msom.2025.0420,crossref,"School of Business, Central South University, Changsha 410083, China; and Laboratory of Intelligent Governance for Complex Social Systems, Changsha 410083, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Qiang Li,first_author,2380,Helping Vulnerable Hospitals: Evidence from a Medical Poverty Alleviation Program,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2024.1351,https://doi.org/10.1287/msom.2024.1351,crossref,"Lazaridis School of Business and Economics, Wilfrid Laurier University, Waterloo, Ontario N2L 3C7, Canada",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Yingda Lu,first_author,2361,"Is IT That You Can’t Learn, Or You Won’t Learn? Technology-Enabled Monitoring and Heterogeneity in Sales Performance",M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2022.0613,https://doi.org/10.1287/msom.2022.0613,crossref,"College of Business Administration, University of Illinois at Chicago, Chicago, Illinois 60607",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Shuai Li,first_author,2351,Joint Assortment Optimization and Discrete Marketing Mix Allocation,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2024.1406,https://doi.org/10.1287/msom.2024.1406,crossref,"H. Milton Stewart School of Industrial and Systems Engineering,  Georgia Institute of Technology, Atlanta, Georgia 30302",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Yanyang Zhao,first_author,2388,Managing Multitier Inventory Networks with Expediting Under Normal and Disrupted Modes,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2023.0249,https://doi.org/10.1287/msom.2023.0249,crossref,"Booth School of Business, University of Chicago, Chicago, Illinois 60637",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Yijie Wang,first_author,2362,On Data-Driven Prescriptive Analytics with Side Information: A Regularized Nadaraya–Watson Approach,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2024.0997,https://doi.org/10.1287/msom.2024.0997,crossref,"School of Economics and Management, Tongji University, Shanghai 200092, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Junyu Cao,first_author,2359,Online Facility Location: Running Stores on Wheels with Spatial Demand Learning,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2024.1244,https://doi.org/10.1287/msom.2024.1244,crossref,"McCombs School of Business, The University of Texas at Austin, Austin, Texas 78705",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Ke Sun,first_author,2371,Order Ahead for Pickup: Promise or Peril?,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2024.0865,https://doi.org/10.1287/msom.2024.0865,crossref,"Desautels Faculty of Management, McGill University, Montreal, Quebec H3A 1G5, Canada; and College of Administrative Sciences and Economics, Koç University, Istanbul 34450, Turkey",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Zhechao Yang,first_author,2378,Probabilistic Selling for Vertically Differentiated Products in a Decentralized Channel,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2024.1036,https://doi.org/10.1287/msom.2024.1036,crossref,"Costello College of Business, George Mason University, Fairfax, Virginia 22030",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Wenchang Zhang,first_author,2379,Reducing Traffic Incidents in Meal Deliveries: Penalize the Platform or Its Independent Drivers?,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2023.0259,https://doi.org/10.1287/msom.2023.0259,crossref,"Operations & Decision Technologies, Kelley School of Business, Indiana University, Bloomington, Indiana 47401",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Liangquan Wang,first_author,2393,Robust Allocation Policies for Distribution Inventory Systems with Replenishment,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2023.0502,https://doi.org/10.1287/msom.2023.0502,crossref,"School of Management Science and Engineering, Anhui University of Finance and Economics, Bengbu, Anhui Province 233030, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Zihao Chen,first_author,2375,"Sound of Silence: When to Conceal Attribute Information? The Roles of Consumer Search, Inventory, and Channel Structure",M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2023.0288,https://doi.org/10.1287/msom.2023.0288,crossref,"School of Management, Xi’an Jiaotong University, Xi’an, Shaanxi 710049, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Wentao Lu,first_author,2363,"The Economics of Bestsellers: Consumer Search, Sales Ranking, and Social Learning",M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2023.0583,https://doi.org/10.1287/msom.2023.0583,crossref,"Faculty of Business for Science & Technology, School of Management, University of Science and Technology of China, Anhui 230052, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Guokai Li,first_author,2353,When to Push Ads: Optimal Mobile Ad Campaign Strategy Under Markov Customer Dynamics,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,A1,2026,10.1287/msom.2023.0320,https://doi.org/10.1287/msom.2023.0320,crossref,"Smith School of Business, Queen’s University, Kingston, Ontario K7L 3N6, Canada",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Mingcherng Deng,first_author,1481,An Information-Based Theory of Auditor Switching,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.05977,https://doi.org/10.1287/mnsc.2024.05977,"openalex,crossref","Stan Ross Department of Accountancy, Zicklin School of Business, City University of New York (CUNY) – Baruch College, New York, New York 10010",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Hao Li,first_author,1499,"Analyzing Network Formation Using Big Data Analytics: A Study of Degree Distribution, Clustering Coefficient, Diameter, and Assortativity",MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.00475,https://doi.org/10.1287/mnsc.2023.00475,openalex,University of Science and Technology of China,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Di Yuan,first_author,1480,Backfiring AI? AI Deployment in Workplace,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.03108,https://doi.org/10.1287/mnsc.2023.03108,"openalex,crossref","Harbert College of Business, Auburn University, Auburn, Alabama 36849",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Minghong Yuan,first_author,1536,Can Information Sharing Reduce Diagnostic Disparate Impact? Evidence from a Health Information Exchange,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.05617,https://doi.org/10.1287/mnsc.2024.05617,crossref,"University of Texas at Austin, Austin, Texas 78712",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Jingyuan Li,first_author,1465,Classical Lottery in Action: Quantifying Risk and Evaluating Uncertainty,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.04202,https://doi.org/10.1287/mnsc.2023.04202,"openalex,crossref","Department of Operations and Risk Management, Lingnan University, Hong Kong, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
René van den Brink,first_author,1484,Comment to the Editor: On Continuity of Fixed-Fraction Rules for Sharing Sequentially Triggered Losses,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2025.03401,https://doi.org/10.1287/mnsc.2025.03401,openalex,Tinbergen Institute,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Quanmeng Wang,first_author,1554,Does the Locker Alliance Network Improve Last Mile Delivery Efficiency?,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.04567,https://doi.org/10.1287/mnsc.2024.04567,crossref,"Advanced Institute of Business, Tongji University, Shanghai 200092, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Wei Cai,first_author,1502,Executive Cooperativeness: Evidence from Conference Calls,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.05902,https://doi.org/10.1287/mnsc.2024.05902,openalex,College of Accounting,0,0.5,"chinese_surname,person_name_length"
Shangrong Jiang,first_author,1467,Financial Inclusion via Blockchain: Evidence from a Natural Experiment,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.02303,https://doi.org/10.1287/mnsc.2023.02303,"openalex,crossref","State Key Laboratory of Mathematical Sciences, Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing 100190, China; and HKU Business School, The University of Hong Kong, Hong Kong, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Zifeng Zhao,first_author,4,High-Dimensional Dynamic Pricing Under Nonstationarity: Learning and Earning with Change-Point Detection,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.00889,https://doi.org/10.1287/mnsc.2023.00889,"openalex,crossref","Mendoza College of Business, University of Notre Dame, Notre Dame, Indiana 46556",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Ying Lu,first_author,1548,How Search Engine Impacts Market Structure: Empirical Evidence from a Multivendor Darknet Market,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2022.04133,https://doi.org/10.1287/mnsc.2022.04133,crossref,"Department of Information Systems and Technology, IE Business School, IE University, 28006 Madrid,  Spain",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Yangge Xiao,first_author,1524,Information Design of a Delegated Search,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.05925,https://doi.org/10.1287/mnsc.2024.05925,crossref,"Faculty of Business and Economics, The University of Melbourne, Carlton, Victoria 3010",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
J M. Zhang,first_author,1497,Investing in Growth Stocks: Bimodal Payoff Distribution and Expected Returns,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.00980,https://doi.org/10.1287/mnsc.2023.00980,openalex,"University of California, Berkeley",0,0.6,"chinese_surname,initial_plus_pinyin,person_name_length"
John Jiang,first_author,1500,Labor Market Outcomes of Restatements for Corporate Accountants,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2021.00430,https://doi.org/10.1287/mnsc.2021.00430,openalex,Michigan State University,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Sullivan Hué,first_author,1503,Measuring the Driving Forces of Predictive Performance: Application to Credit Scoring,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.02025,https://doi.org/10.1287/mnsc.2023.02025,openalex,Centre National de la Recherche Scientifique; Aix-Marseille Université,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Zhiqi Chen,first_author,1473,Personalized Pricing in the Presence of Privacy Concerns,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.07170,https://doi.org/10.1287/mnsc.2024.07170,"openalex,crossref","Department of Economics, Carleton University, Ottawa, Ontario K1S 5B6, Canada",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
David X. Xu,first_author,1530,Portfolio Dynamics and the Supply of Safe Securities,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.07100,https://doi.org/10.1287/mnsc.2024.07100,crossref,"Edwin L. Cox School of Business, Southern Methodist University, Dallas, Texas 75275",1,0.8,"chinese_surname,pinyin_given_name_shape,initial_plus_pinyin,person_name_length"
Jinghui Zhang,first_author,1471,Regurgitative Training: The Value of Real Data in Training Large Language Models,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.07005,https://doi.org/10.1287/mnsc.2024.07005,"openalex,crossref","School of Economics and Management, Tsinghua University, Beijing 100084, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Xiaofei Pan,first_author,5,Rejecting Work Inequality: Women Say “No” to Unequal Workloads or Unequal Earnings?,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.07896,https://doi.org/10.1287/mnsc.2024.07896,"openalex,crossref","Bryant University, Smithfield, Rhode Island 02917",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Ming Hu,first_author,1490,Shared or Solo? Platform Pricing and Rider Choices in Ride-Hailing,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.04324,https://doi.org/10.1287/mnsc.2024.04324,openalex,University of Toronto,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Lixin Huang,first_author,1477,"Soft Collateral, Bank Lending, and the Optimal Credit Registry",MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.01327,https://doi.org/10.1287/mnsc.2023.01327,"openalex,crossref","Finance Department, J. Mack Robinson College of Business, Georgia State University, Atlanta, Georgia 30303",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Wenxiao Yang,first_author,1486,Strategic Disinformation Generation and Detection,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.06956,https://doi.org/10.1287/mnsc.2024.06956,openalex,"University of California, Berkeley",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Pengfei Han,first_author,48,Technology Adoption and Leapfrogging: Racing for Mobile Payments,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2025.00781,https://doi.org/10.1287/mnsc.2025.00781,"openalex,crossref","Guanghua School of Management, Peking University, Beijing 100871, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Minmin Zhang,first_author,1507,The Spillover Effect of Suspending Nonessential Surgery: Evidence from Kidney Transplantation,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.03624,https://doi.org/10.1287/mnsc.2023.03624,crossref,"Harvard Kennedy School, Harvard University, Cambridge, Massachusetts 02138; and College of Business Administration, Kansas State University, Manhattan, Kansas 66506",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Qi Chen,first_author,1553,The Usefulness and Limited Supply of Disclosure Accessibility,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.03748,https://doi.org/10.1287/mnsc.2023.03748,crossref,"Duke University, Durham, North Carolina 27708",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Qi Feng,first_author,1474,"Transfer Learning, Cross Learning and Co-Learning with Operational Data Analytics (ODA)",MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.03688,https://doi.org/10.1287/mnsc.2023.03688,"openalex,crossref","Mitch Daniels School of Business, Purdue University, West Lafayette, Indiana 47907",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Steven Chong Xiao,first_author,1494,Unlocking Local Market Information Through Franchising,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2024.05903,https://doi.org/10.1287/mnsc.2024.05903,openalex,The University of Texas at Dallas,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Edwin Hu,first_author,1549,Vestigial Tails? Floor Brokers at the Close in Modern Electronic Markets,MANAGEMENT SCIENCE,A+,2026,10.1287/mnsc.2023.00884,https://doi.org/10.1287/mnsc.2023.00884,crossref,"University of Virginia School of Law, Charlottesville, Virginia 22903",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Chuwen Zhang,first_author,1626,A Homogeneous Second-Order Descent Method for Nonconvex Optimization,MATHEMATICS OF OPERATIONS RESEARCH,A+,2026,10.1287/moor.2023.0132,https://doi.org/10.1287/moor.2023.0132,crossref,"Research Institute for Interdisciplinary Sciences, School of Information Management and Engineering, Shanghai University of Finance and Economics, Shanghai 200433, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Shukai Li,first_author,1612,A New Finite Approximation Method for Evaluating Steady-State Performance of a Continuous-State Markov Chain with an Application to Queues with Customer Abandonment,MATHEMATICS OF OPERATIONS RESEARCH,A+,2026,10.1287/moor.2024.0468,https://doi.org/10.1287/moor.2024.0468,crossref,"Northwestern University, Evanston, Illinois 60208",1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length"
Meng Xu,first_author,1583,A Riemannian Alternating Descent Ascent Algorithmic Framework for Nonconvex-Linear Minimax Problems on Riemannian Manifolds,MATHEMATICS OF OPERATIONS RESEARCH,A+,2026,10.1287/moor.2025.1055,https://doi.org/10.1287/moor.2025.1055,openalex,Academy of Mathematics and Systems Science; University of Chinese Academy of Sciences,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Jingyong Tang,first_author,335,A Smooth C-Function-Based ERM Method for Stochastic Symmetric Cone Linear Complementarity Problems,MATHEMATICS OF OPERATIONS RESEARCH,A+,2026,10.1287/moor.2025.0951,https://doi.org/10.1287/moor.2025.0951,"openalex,crossref","School of Mathematics and Statistics, Xinyang Normal University, Xinyang 464000, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Jingyang Zhao,first_author,1630,An Improved Algorithm for a Bipartite Traveling Tournament in Interleague Sports Scheduling,MATHEMATICS OF OPERATIONS RESEARCH,A+,2026,10.1287/moor.2024.0518,https://doi.org/10.1287/moor.2024.0518,crossref,"University of Electronic Science and Technology of China, Chengdu, Sichuan 611731, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Xia Han,first_author,1640,Cash-Subadditive Risk Measures Without Quasi-Convexity,MATHEMATICS OF OPERATIONS RESEARCH,A+,2026,10.1287/moor.2022.0312,https://doi.org/10.1287/moor.2022.0312,crossref,"School of Mathematical Sciences, Nankai University, Tianjin 300071, China; and Key Laboratory of Pure Mathematics and Combinatorics, Nankai University, Tianjin 300071, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
Yike Wang,first_author,1564,Consumption-Portfolio Optimization with Regime- Switching-Modulated Habit Formation and Jump Diffusion,MATHEMATICS OF OPERATIONS RESEARCH,A+,2026,10.1287/moor.2024.0771,https://doi.org/10.1287/moor.2024.0771,"openalex,crossref","School of Finance, Chongqing Technology and Business University, Chongqing 400067, China",1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length"
